Gene	PFAM.domains
HEP_00300800	Pfam:PF03643.15(Vps26)
HEP_00044900	Pfam:PF01655.18(Ribosomal_L32e)
HEP_00247200	Pfam:PF13238.6(AAA_18),Pfam:PF01121.20(CoaE)
HEP_00473600	Pfam:PF00514.23(Arm),Pfam:PF16186.5(Arm_3),Pfam:PF02985.22(HEAT),Pfam:PF13646.6(HEAT_2),Pfam:PF13513.6(HEAT_EZ),Pfam:PF01749.20(IBB),Pfam:PF14668.6(RICTOR_V),Pfam:PF11698.8(V-ATPase_H_C)
HEP_00413800	Pfam:PF11677.8(DUF3273)
HEP_00482700	Pfam:PF00224.21(PK)
HEP_00424800	Pfam:PF00850.19(Hist_deacetyl)
HEP_00154200	Pfam:PF03477.16(ATP-cone),Pfam:PF02867.15(Ribonuc_red_lgC),Pfam:PF00317.21(Ribonuc_red_lgN)
HEP_00064700	Pfam:PF02747.15(PCNA_C),Pfam:PF00705.18(PCNA_N),Pfam:PF04139.13(Rad9)
HEP_00320100	Pfam:PF00833.18(Ribosomal_S17e)
HEP_00083400	Pfam:PF03297.15(Ribosomal_S25)
HEP_00227600	Pfam:PF00179.26(UQ_con)
HEP_00254700	Pfam:PF04042.16(DNA_pol_E_B)
HEP_00355900	Pfam:PF01466.19(Skp1),Pfam:PF03931.15(Skp1_POZ)
HEP_00234300	Pfam:PF08767.11(CRM1_C),Pfam:PF18784.1(CRM1_repeat_2),Pfam:PF18787.1(CRM1_repeat_3),Pfam:PF03810.19(IBN_N),Pfam:PF08389.12(Xpo1)
HEP_00215000	Pfam:PF00411.19(Ribosomal_S11)
HEP_00501900	Pfam:PF02991.16(Atg8)
HEP_00009200	Pfam:PF00118.24(Cpn60_TCP1)
HEP_00351200	NA
HEP_00324200	Pfam:PF14531.6(Kinase-like),Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00476800	Pfam:PF00025.21(Arf),Pfam:PF04670.12(Gtr1_RagA),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc)
HEP_00158000	Pfam:PF06984.13(MRP-L47)
HEP_00169200	Pfam:PF00004.29(AAA),Pfam:PF07728.14(AAA_5),Pfam:PF17862.1(AAA_lid_3),Pfam:PF16450.5(Prot_ATP_ID_OB)
HEP_00058200	Pfam:PF00189.20(Ribosomal_S3_C)
HEP_00188200	Pfam:PF02271.16(UCR_14kD)
HEP_00492800	Pfam:PF00025.21(Arf),Pfam:PF00503.20(G-alpha),Pfam:PF04670.12(Gtr1_RagA),Pfam:PF01926.23(MMR_HSR1),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc),Pfam:PF09439.10(SRPRB)
HEP_00223900	Pfam:PF07726.11(AAA_3),Pfam:PF00493.23(MCM),Pfam:PF17855.1(MCM_lid),Pfam:PF14551.6(MCM_N),Pfam:PF17207.3(MCM_OB),Pfam:PF01078.21(Mg_chelatase)
HEP_00012200	Pfam:PF00004.29(AAA),Pfam:PF13401.6(AAA_22),Pfam:PF05496.12(RuvB_N),Pfam:PF00158.26(Sigma54_activat),Pfam:PF06068.13(TIP49),Pfam:PF17856.1(TIP49_C)
HEP_API05200	Pfam:PF04998.17(RNA_pol_Rpb1_5)
HEP_00056900	Pfam:PF00160.21(Pro_isomerase)
HEP_00168200	Pfam:PF00505.19(HMG_box),Pfam:PF09011.10(HMG_box_2)
HEP_00412700	Pfam:PF00514.23(Arm)
HEP_00303900	Pfam:PF00227.26(Proteasome),Pfam:PF10584.9(Proteasome_A_N)
HEP_00062100	Pfam:PF12894.7(ANAPC4_WD40),Pfam:PF08662.11(eIF2A),Pfam:PF00400.32(WD40)
HEP_00112300	Pfam:PF00493.23(MCM),Pfam:PF17855.1(MCM_lid),Pfam:PF14551.6(MCM_N),Pfam:PF17207.3(MCM_OB),Pfam:PF01078.21(Mg_chelatase)
HEP_00193600	Pfam:PF02167.15(Cytochrom_C1)
HEP_API02600	Pfam:PF00189.20(Ribosomal_S3_C)
HEP_00333700	Pfam:PF00097.25(zf-C3HC4),Pfam:PF13923.6(zf-C3HC4_2),Pfam:PF13920.6(zf-C3HC4_3),Pfam:PF12678.7(zf-rbx1),Pfam:PF17123.5(zf-RING_11),Pfam:PF13639.6(zf-RING_2),Pfam:PF14634.6(zf-RING_5)
HEP_00052000	Pfam:PF08423.11(Rad51),Pfam:PF00154.21(RecA)
HEP_00320200	Pfam:PF00996.18(GDI)
HEP_00276100	Pfam:PF00118.24(Cpn60_TCP1)
HEP_00118800	Pfam:PF00416.22(Ribosomal_S13)
HEP_00255300	Pfam:PF01176.19(eIF-1a)
HEP_00455500	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00110000	Pfam:PF00025.21(Arf),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc)
HEP_00016000	Pfam:PF00226.31(DnaJ),Pfam:PF01556.18(DnaJ_C)
HEP_00201100	Pfam:PF00298.19(Ribosomal_L11),Pfam:PF03946.14(Ribosomal_L11_N)
HEP_00007200	Pfam:PF03178.15(CPSF_A),Pfam:PF10433.9(MMS1_N)
HEP_00457000	Pfam:PF00004.29(AAA),Pfam:PF13173.6(AAA_14),Pfam:PF13177.6(DNA_pol3_delta2),Pfam:PF08542.11(Rep_fac_C)
HEP_00199500	Pfam:PF00113.22(Enolase_C),Pfam:PF07476.11(MAAL_C),Pfam:PF13378.6(MR_MLE_C)
HEP_00321200	Pfam:PF00163.19(Ribosomal_S4),Pfam:PF01479.25(S4)
HEP_00197800	Pfam:PF16121.5(40S_S4_C),Pfam:PF00900.20(Ribosomal_S4e),Pfam:PF08071.12(RS4NT)
HEP_API03100	NA
HEP_00486800	Pfam:PF00179.26(UQ_con)
HEP_00172700	Pfam:PF00318.20(Ribosomal_S2)
HEP_00329100	Pfam:PF02466.19(Tim17)
HEP_00441900	Pfam:PF14605.6(Nup35_RRM_2),Pfam:PF00076.22(RRM_1)
HEP_00025100	Pfam:PF00179.26(UQ_con)
HEP_00154000	Pfam:PF04051.16(TRAPP)
HEP_00304500	Pfam:PF00179.26(UQ_con)
HEP_00090700	Pfam:PF00076.22(RRM_1)
HEP_00246800	Pfam:PF00227.26(Proteasome)
HEP_00509950	Pfam:PF04628.13(Sedlin_N),Pfam:PF04099.12(Sybindin)
HEP_00059000	NA
HEP_00102900	Pfam:PF00832.20(Ribosomal_L39)
HEP_00038100	Pfam:PF00179.26(UQ_con)
HEP_00251700	Pfam:PF00162.19(PGK)
HEP_00510400	Pfam:PF16835.5(SF3A2),Pfam:PF12874.7(zf-met)
HEP_00203000	Pfam:PF01423.22(LSM),Pfam:PF14438.6(SM-ATX)
HEP_API02900	Pfam:PF00238.19(Ribosomal_L14)
HEP_00412600	Pfam:PF00025.21(Arf),Pfam:PF01926.23(MMR_HSR1),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc)
HEP_00337400	Pfam:PF01529.20(DHHC)
HEP_00295400	Pfam:PF18161.1(ISP1_C),Pfam:PF18045.1(ISP3_C)
HEP_00033000	Pfam:PF00025.21(Arf),Pfam:PF00009.27(GTP_EFTU),Pfam:PF04670.12(Gtr1_RagA),Pfam:PF01926.23(MMR_HSR1),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc),Pfam:PF03193.16(RsgA_GTPase)
HEP_API05400	Pfam:PF04565.16(RNA_pol_Rpb2_3),Pfam:PF00562.28(RNA_pol_Rpb2_6),Pfam:PF04560.20(RNA_pol_Rpb2_7)
HEP_00022700	Pfam:PF00626.22(Gelsolin),Pfam:PF08033.12(Sec23_BS),Pfam:PF04815.15(Sec23_helical),Pfam:PF04811.15(Sec23_trunk),Pfam:PF04810.15(zf-Sec23_Sec24)
HEP_00023700	Pfam:PF01423.22(LSM)
HEP_00322900	Pfam:PF00566.18(RabGAP-TBC)
HEP_API03800	Pfam:PF00177.21(Ribosomal_S7)
HEP_00000200	Pfam:PF01133.17(ER)
HEP_00003700	Pfam:PF00886.19(Ribosomal_S16)
HEP_00168900	Pfam:PF00203.21(Ribosomal_S19)
HEP_00318600	Pfam:PF00935.19(Ribosomal_L44)
HEP_00200600	Pfam:PF02792.14(Mago_nashi)
HEP_00393800	Pfam:PF00025.21(Arf),Pfam:PF00009.27(GTP_EFTU),Pfam:PF01926.23(MMR_HSR1),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc)
HEP_00444200	Pfam:PF00177.21(Ribosomal_S7)
HEP_00274300	Pfam:PF00333.20(Ribosomal_S5),Pfam:PF03719.15(Ribosomal_S5_C)
HEP_00171300	Pfam:PF08507.10(COPI_assoc)
HEP_00164900	Pfam:PF13442.6(Cytochrome_CBB3),Pfam:PF00034.21(Cytochrom_C)
HEP_00080800	Pfam:PF01423.22(LSM)
HEP_API05100	Pfam:PF00318.20(Ribosomal_S2)
HEP_00216500	Pfam:PF00118.24(Cpn60_TCP1)
HEP_00042200	Pfam:PF00025.21(Arf),Pfam:PF00503.20(G-alpha),Pfam:PF04670.12(Gtr1_RagA),Pfam:PF01926.23(MMR_HSR1),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc),Pfam:PF09439.10(SRPRB)
HEP_00256600	Pfam:PF00252.18(Ribosomal_L16)
HEP_00364000	Pfam:PF01217.20(Clat_adaptor_s)
HEP_00274900	Pfam:PF01780.19(Ribosomal_L37ae)
HEP_00474000	Pfam:PF01217.20(Clat_adaptor_s)
HEP_00515900	Pfam:PF01280.20(Ribosomal_L19e)
HEP_API05300	Pfam:PF04997.12(RNA_pol_Rpb1_1),Pfam:PF00623.20(RNA_pol_Rpb1_2)
HEP_API03900	Pfam:PF00009.27(GTP_EFTU),Pfam:PF03144.25(GTP_EFTU_D2),Pfam:PF03143.17(GTP_EFTU_D3)
HEP_00274600	NA
HEP_00405300	Pfam:PF00410.19(Ribosomal_S8)
HEP_00298300	Pfam:PF02421.18(FeoB_N),Pfam:PF01926.23(MMR_HSR1),Pfam:PF16897.5(MMR_HSR1_Xtn),Pfam:PF02824.21(TGS)
HEP_00118300	Pfam:PF00297.22(Ribosomal_L3)
HEP_00365400	Pfam:PF00956.18(NAP)
HEP_00506400	Pfam:PF00584.20(SecE)
HEP_API02400	Pfam:PF00181.23(Ribosomal_L2),Pfam:PF03947.18(Ribosomal_L2_C)
HEP_00342600	Pfam:PF00366.20(Ribosomal_S17),Pfam:PF16205.5(Ribosomal_S17_N)
HEP_00375700	Pfam:PF18859.1(acVLRF1),Pfam:PF18854.1(baeRF_family10),Pfam:PF03463.15(eRF1_1),Pfam:PF03464.15(eRF1_2),Pfam:PF03465.15(eRF1_3)
HEP_00047700	Pfam:PF02518.26(HATPase_c),Pfam:PF13589.6(HATPase_c_3),Pfam:PF00183.18(HSP90)
HEP_00286700	Pfam:PF01912.18(eIF-6)
HEP_00183200	Pfam:PF01423.22(LSM)
HEP_00128500	Pfam:PF00366.20(Ribosomal_S17)
HEP_00381400	Pfam:PF03870.15(RNA_pol_Rpb8)
HEP_00057700	Pfam:PF07189.11(SF3b10)
HEP_00475700	Pfam:PF03645.13(Tctex-1)
HEP_00470300	Pfam:PF00276.20(Ribosomal_L23)
HEP_00082000	Pfam:PF02320.16(UCR_hinge)
HEP_00209500	Pfam:PF01636.23(APH),Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00468450	NA
HEP_00152800	Pfam:PF00006.25(ATP-synt_ab),Pfam:PF02874.23(ATP-synt_ab_N),Pfam:PF16886.5(ATP-synt_ab_Xtn)
HEP_00477100	Pfam:PF00679.24(EFG_C),Pfam:PF14492.6(EFG_II),Pfam:PF03764.18(EFG_IV),Pfam:PF03144.25(GTP_EFTU_D2)
HEP_00434900	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00047200	Pfam:PF01194.17(RNA_pol_N)
HEP_00426800	Pfam:PF01991.18(vATP-synt_E)
HEP_00220200	Pfam:PF01423.22(LSM)
HEP_00237000	Pfam:PF02421.18(FeoB_N),Pfam:PF01926.23(MMR_HSR1),Pfam:PF06071.13(YchF-GTPase_C)
HEP_00339500	Pfam:PF14853.6(Fis1_TPR_C),Pfam:PF07719.17(TPR_2)
HEP_00468100	Pfam:PF01253.22(SUI1)
HEP_API02800	NA
HEP_00302200	Pfam:PF00179.26(UQ_con)
HEP_00399200	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C)
HEP_00260800	Pfam:PF00004.29(AAA),Pfam:PF13191.6(AAA_16),Pfam:PF07724.14(AAA_2),Pfam:PF13401.6(AAA_22),Pfam:PF07728.14(AAA_5),Pfam:PF17862.1(AAA_lid_3),Pfam:PF05673.13(DUF815),Pfam:PF16450.5(Prot_ATP_ID_OB)
HEP_00072200	Pfam:PF01423.22(LSM)
HEP_00017300	Pfam:PF04419.14(4F5),Pfam:PF12907.7(zf-met2)
HEP_00261400	Pfam:PF00808.23(CBFD_NFYB_HMF),Pfam:PF00125.24(Histone),Pfam:PF16211.5(Histone_H2A_C)
HEP_00392500	Pfam:PF02421.18(FeoB_N),Pfam:PF01926.23(MMR_HSR1),Pfam:PF16897.5(MMR_HSR1_Xtn),Pfam:PF02824.21(TGS)
HEP_00277900	Pfam:PF00004.29(AAA),Pfam:PF13191.6(AAA_16),Pfam:PF13401.6(AAA_22),Pfam:PF07728.14(AAA_5),Pfam:PF03796.15(DnaB_C),Pfam:PF01078.21(Mg_chelatase),Pfam:PF05496.12(RuvB_N),Pfam:PF06068.13(TIP49),Pfam:PF17856.1(TIP49_C)
HEP_00182200	Pfam:PF00281.19(Ribosomal_L5),Pfam:PF00673.21(Ribosomal_L5_C)
HEP_00086300	NA
HEP_00427200	Pfam:PF01145.25(Band_7),Pfam:PF12127.8(YdfA_immunity)
HEP_00205200	Pfam:PF00118.24(Cpn60_TCP1)
HEP_00184900	Pfam:PF14531.6(Kinase-like),Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00361900	Pfam:PF00004.29(AAA),Pfam:PF13191.6(AAA_16),Pfam:PF07724.14(AAA_2),Pfam:PF07728.14(AAA_5),Pfam:PF17862.1(AAA_lid_3)
HEP_00134100	Pfam:PF00166.21(Cpn10)
HEP_00107200	Pfam:PF01398.21(JAB),Pfam:PF13012.6(MitMem_reg)
HEP_00192400	Pfam:PF01667.17(Ribosomal_S27e)
HEP_00366700	Pfam:PF00453.18(Ribosomal_L20)
HEP_00284500	Pfam:PF04511.15(DER1)
HEP_00225100	Pfam:PF02966.16(DIM1)
HEP_00346800	Pfam:PF01145.25(Band_7)
HEP_00263300	Pfam:PF09173.11(eIF2_C),Pfam:PF00009.27(GTP_EFTU),Pfam:PF03144.25(GTP_EFTU_D2)
HEP_00108300	Pfam:PF00149.28(Metallophos)
HEP_00392600	Pfam:PF08069.12(Ribosomal_S13_N),Pfam:PF00312.22(Ribosomal_S15)
HEP_00137800	Pfam:PF11677.8(DUF3273)
HEP_00288200	Pfam:PF00036.32(EF-hand_1),Pfam:PF13202.6(EF-hand_5),Pfam:PF13405.6(EF-hand_6),Pfam:PF13499.6(EF-hand_7),Pfam:PF13833.6(EF-hand_8),Pfam:PF10591.9(SPARC_Ca_bdg)
HEP_00017900	Pfam:PF00240.23(ubiquitin),Pfam:PF14560.6(Ubiquitin_2)
HEP_00121200	Pfam:PF00808.23(CBFD_NFYB_HMF),Pfam:PF00125.24(Histone),Pfam:PF16211.5(Histone_H2A_C)
HEP_00342400	Pfam:PF01200.18(Ribosomal_S28e)
HEP_00079500	Pfam:PF00036.32(EF-hand_1),Pfam:PF17959.1(EF-hand_14),Pfam:PF13202.6(EF-hand_5),Pfam:PF13405.6(EF-hand_6),Pfam:PF13499.6(EF-hand_7),Pfam:PF13833.6(EF-hand_8),Pfam:PF14658.6(EF-hand_9)
HEP_00352300	Pfam:PF01248.26(Ribosomal_L7Ae)
HEP_00088200	Pfam:PF00076.22(RRM_1)
HEP_00451200	Pfam:PF00036.32(EF-hand_1),Pfam:PF08976.11(EF-hand_11),Pfam:PF12763.7(EF-hand_4),Pfam:PF13202.6(EF-hand_5),Pfam:PF13405.6(EF-hand_6),Pfam:PF13499.6(EF-hand_7),Pfam:PF13833.6(EF-hand_8),Pfam:PF14658.6(EF-hand_9),Pfam:PF10591.9(SPARC_Ca_bdg),Pfam:PF03672.13(UPF0154)
HEP_00276200	Pfam:PF00164.25(Ribosom_S12_S23)
HEP_00085100	Pfam:PF00025.21(Arf),Pfam:PF00503.20(G-alpha),Pfam:PF04670.12(Gtr1_RagA),Pfam:PF01926.23(MMR_HSR1),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc),Pfam:PF09439.10(SRPRB)
HEP_00067800	Pfam:PF00118.24(Cpn60_TCP1)
HEP_00363100	Pfam:PF00244.20(14-3-3)
HEP_00160900	Pfam:PF01283.19(Ribosomal_S26e)
HEP_00381500	Pfam:PF01221.18(Dynein_light)
HEP_00232700	Pfam:PF00025.21(Arf),Pfam:PF01926.23(MMR_HSR1),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc)
HEP_00183900	Pfam:PF00410.19(Ribosomal_S8)
HEP_00109700	Pfam:PF00036.32(EF-hand_1),Pfam:PF13202.6(EF-hand_5),Pfam:PF13405.6(EF-hand_6),Pfam:PF13499.6(EF-hand_7),Pfam:PF13833.6(EF-hand_8),Pfam:PF14658.6(EF-hand_9)
HEP_00447300	Pfam:PF01287.20(eIF-5a)
HEP_00312000	Pfam:PF10644.9(Misat_Tub_SegII),Pfam:PF00091.25(Tubulin),Pfam:PF03953.17(Tubulin_C)
HEP_00258800	Pfam:PF00036.32(EF-hand_1),Pfam:PF13202.6(EF-hand_5),Pfam:PF13405.6(EF-hand_6),Pfam:PF13499.6(EF-hand_7),Pfam:PF13833.6(EF-hand_8),Pfam:PF14658.6(EF-hand_9)
HEP_00015000	Pfam:PF00076.22(RRM_1)
HEP_00148700	Pfam:PF00069.25(Pkinase),Pfam:PF17667.1(Pkinase_fungal),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00379100	Pfam:PF02297.17(COX6B)
HEP_00259000	Pfam:PF10559.9(Plug_translocon),Pfam:PF00344.20(SecY)
HEP_00261300	Pfam:PF00270.29(DEAD),Pfam:PF00271.31(Helicase_C)
HEP_00507800	Pfam:PF01873.17(eIF-5_eIF-2B)
HEP_00341800	Pfam:PF11976.8(Rad60-SLD),Pfam:PF01020.17(Ribosomal_L40e),Pfam:PF00240.23(ubiquitin),Pfam:PF14560.6(Ubiquitin_2)
HEP_00389300	Pfam:PF12554.8(MOZART1)
HEP_00293400	Pfam:PF00125.24(Histone)
HEP_00410600	Pfam:PF00006.25(ATP-synt_ab),Pfam:PF02874.23(ATP-synt_ab_N)
HEP_00218800	Pfam:PF00505.19(HMG_box),Pfam:PF09011.10(HMG_box_2)
HEP_00434200	Pfam:PF00025.21(Arf),Pfam:PF01926.23(MMR_HSR1),Pfam:PF00071.22(Ras),Pfam:PF08477.13(Roc)
HEP_00187700	Pfam:PF00444.18(Ribosomal_L36)
HEP_00256500	Pfam:PF00149.28(Metallophos),Pfam:PF16891.5(STPPase_N)
HEP_00207700	Pfam:PF00125.24(Histone)
HEP_00000500	NA
HEP_00000600	NA
HEP_00000700	Pfam:PF03909.17(BSD)
HEP_00001200	NA
HEP_00001400	Pfam:PF05795.11(Plasmodium_Vir)
HEP_00001500	NA
HEP_00001600	NA
HEP_00001700	NA
HEP_00001800	NA
HEP_00001900	NA
HEP_00002000	NA
HEP_00002100	NA
HEP_00002200	Pfam:PF00090.19(TSP_1),Pfam:PF00092.28(VWA),Pfam:PF13519.6(VWA_2)
HEP_00002300	NA
HEP_00002400	NA
HEP_00004000	NA
HEP_00004600	Pfam:PF01208.17(URO-D)
HEP_00006600	NA
HEP_00008200	NA
HEP_00009900	Pfam:PF00009.27(GTP_EFTU),Pfam:PF03144.25(GTP_EFTU_D2),Pfam:PF03143.17(GTP_EFTU_D3)
HEP_00010300	Pfam:PF02140.18(Gal_Lectin)
HEP_00011300	NA
HEP_00013200	NA
HEP_00013800	NA
HEP_00015200	Pfam:PF14632.6(SPT6_acidic)
HEP_00016200	NA
HEP_00018100	Pfam:PF01391.18(Collagen),Pfam:PF00400.32(WD40)
HEP_00020100	Pfam:PF00136.21(DNA_pol_B)
HEP_00020700	Pfam:PF00136.21(DNA_pol_B)
HEP_00021000	NA
HEP_00021800	NA
HEP_00023100	NA
HEP_00023200	NA
HEP_00024000	Pfam:PF04857.20(CAF1)
HEP_00025000	NA
HEP_00025400	Pfam:PF00121.18(TIM)
HEP_00025700	Pfam:PF03372.23(Exo_endo_phos)
HEP_00025800	Pfam:PF00122.20(E1-E2_ATPase),Pfam:PF16209.5(PhoLip_ATPase_N)
HEP_00026200	Pfam:PF10500.9(SR-25)
HEP_00027100	Pfam:PF04427.18(Brix)
HEP_00027200	Pfam:PF00012.20(HSP70),Pfam:PF06723.13(MreB_Mbl)
HEP_00027600	NA
HEP_00027700	NA
HEP_00028000	NA
HEP_00030100	NA
HEP_00030600	NA
HEP_00030700	NA
HEP_00031400	NA
HEP_00032200	NA
HEP_00032400	NA
HEP_00032500	NA
HEP_00032600	NA
HEP_00032700	NA
HEP_00033500	Pfam:PF06247.11(Plasmod_Pvs28)
HEP_00033600	NA
HEP_00034700	NA
HEP_00036100	NA
HEP_00037600	NA
HEP_00038000	NA
HEP_00038200	Pfam:PF00240.23(ubiquitin),Pfam:PF00443.29(UCH)
HEP_00038900	NA
HEP_00039800	Pfam:PF00118.24(Cpn60_TCP1)
HEP_00041800	NA
HEP_00041900	NA
HEP_00042700	Pfam:PF14447.6(Prok-RING_4),Pfam:PF00097.25(zf-C3HC4),Pfam:PF13923.6(zf-C3HC4_2),Pfam:PF13920.6(zf-C3HC4_3),Pfam:PF13639.6(zf-RING_2),Pfam:PF14634.6(zf-RING_5),Pfam:PF13445.6(zf-RING_UBOX)
HEP_00044400	Pfam:PF16092.5(DUF4821)
HEP_00044700	NA
HEP_00044800	NA
HEP_00046000	NA
HEP_00046300	NA
HEP_00047100	NA
HEP_00047600	NA
HEP_00048400	NA
HEP_00048500	NA
HEP_00049200	NA
HEP_00049800	NA
HEP_00050600	NA
HEP_00051200	NA
HEP_00052200	Pfam:PF10396.9(TrmE_N)
HEP_00054200	NA
HEP_00054600	Pfam:PF02110.15(HK)
HEP_00054900	Pfam:PF00202.21(Aminotran_3)
HEP_00055000	Pfam:PF00202.21(Aminotran_3)
HEP_00057300	Pfam:PF01844.23(HNH),Pfam:PF00176.23(SNF2_N)
HEP_00057900	Pfam:PF12774.7(AAA_6),Pfam:PF12775.7(AAA_7),Pfam:PF12781.7(AAA_9),Pfam:PF17857.1(AAA_lid_1),Pfam:PF18198.1(AAA_lid_11),Pfam:PF17852.1(Dynein_AAA_lid),Pfam:PF18199.1(Dynein_C),Pfam:PF03028.15(Dynein_heavy),Pfam:PF12777.7(MT)
HEP_00058100	NA
HEP_00058500	NA
HEP_00059200	NA
HEP_00059800	NA
HEP_00060600	Pfam:PF05024.15(Gpi1)
HEP_00061100	Pfam:PF00012.20(HSP70),Pfam:PF06723.13(MreB_Mbl)
HEP_00061600	NA
HEP_00061700	NA
HEP_00062500	NA
HEP_00062600	NA
HEP_00062800	NA
HEP_00064000	NA
HEP_00065000	Pfam:PF00400.32(WD40)
HEP_00065100	NA
HEP_00065200	NA
HEP_00065300	NA
HEP_00065400	Pfam:PF04034.13(Ribo_biogen_C),Pfam:PF04068.15(RLI)
HEP_00065500	Pfam:PF04677.15(CwfJ_C_1),Pfam:PF04676.14(CwfJ_C_2)
HEP_00065600	Pfam:PF00415.18(RCC1),Pfam:PF13540.6(RCC1_2)
HEP_00065700	NA
HEP_00065800	Pfam:PF07690.16(MFS_1),Pfam:PF03137.20(OATP),Pfam:PF00083.24(Sugar_tr)
HEP_00066000	Pfam:PF00609.19(DAGK_acc),Pfam:PF00781.24(DAGK_cat)
HEP_00066100	Pfam:PF12947.7(EGF_3),Pfam:PF12946.7(EGF_MSP1_1),Pfam:PF07462.11(MSP1_C)
HEP_00066200	NA
HEP_00066300	NA
HEP_00066400	Pfam:PF00130.22(C1_1),Pfam:PF00781.24(DAGK_cat)
HEP_00066700	Pfam:PF00628.29(PHD),Pfam:PF00856.28(SET)
HEP_00066800	Pfam:PF12923.7(RRP7)
HEP_00067300	NA
HEP_00067400	NA
HEP_00067600	Pfam:PF01119.19(DNA_mis_repair)
HEP_00068100	NA
HEP_00068600	NA
HEP_00069400	NA
HEP_00069800	NA
HEP_00069900	Pfam:PF05795.11(Plasmodium_Vir)
HEP_00070000	Pfam:PF09687.10(PRESAN)
HEP_00070100	NA
HEP_00070200	NA
HEP_00070300	NA
HEP_00070400	NA
HEP_00070500	NA
HEP_00071300	Pfam:PF00443.29(UCH)
HEP_00072300	NA
HEP_00073200	Pfam:PF00400.32(WD40)
HEP_00073300	NA
HEP_00073400	NA
HEP_00073500	NA
HEP_00073600	Pfam:PF04034.13(Ribo_biogen_C),Pfam:PF04068.15(RLI)
HEP_00073700	Pfam:PF04677.15(CwfJ_C_1),Pfam:PF04676.14(CwfJ_C_2)
HEP_00073800	Pfam:PF00415.18(RCC1),Pfam:PF13540.6(RCC1_2)
HEP_00074500	NA
HEP_00076200	Pfam:PF00227.26(Proteasome)
HEP_00076300	Pfam:PF08613.11(Cyclin),Pfam:PF00134.23(Cyclin_N)
HEP_00076500	NA
HEP_00076700	Pfam:PF00122.20(E1-E2_ATPase),Pfam:PF00702.26(Hydrolase)
HEP_00078400	Pfam:PF00069.25(Pkinase),Pfam:PF07714.17(Pkinase_Tyr)
HEP_00079900	Pfam:PF00454.27(PI3_PI4_kinase)
HEP_00080200	NA
HEP_00080300	Pfam:PF01139.17(RtcB)
HEP_00082800	NA
HEP_00083300	NA
HEP_00084300	NA
HEP_00085200	NA
HEP_00087400	NA
HEP_00087600	Pfam:PF00632.25(HECT)
HEP_00091300	Pfam:PF12624.7(Chorein_N),Pfam:PF16908.5(VPS13)
HEP_00091800	NA
HEP_00092200	NA
HEP_00092500	Pfam:PF00579.25(tRNA-synt_1b)
HEP_00092800	NA
HEP_00093600	Pfam:PF03099.19(BPL_LplA_LipB)
HEP_00095200	Pfam:PF00160.21(Pro_isomerase)
HEP_00095300	Pfam:PF00847.20(AP2)
HEP_00095400	Pfam:PF08246.12(Inhibitor_I29),Pfam:PF00112.23(Peptidase_C1)
HEP_00095500	NA
HEP_00095600	NA
HEP_00095700	NA
HEP_00095800	NA
HEP_00095900	Pfam:PF00630.19(Filamin)
HEP_00096000	NA
HEP_00096100	Pfam:PF00004.29(AAA),Pfam:PF13173.6(AAA_14),Pfam:PF13191.6(AAA_16),Pfam:PF13238.6(AAA_18),Pfam:PF07724.14(AAA_2),Pfam:PF13401.6(AAA_22),Pfam:PF13481.6(AAA_25),Pfam:PF13521.6(AAA_28),Pfam:PF13671.6(AAA_33),Pfam:PF07728.14(AAA_5),Pfam:PF17862.1(AAA_lid_3),Pfam:PF01637.18(ATPase_2),Pfam:PF02933.17(CDC48_2),Pfam:PF02359.18(CDC48_N),Pfam:PF01695.17(IstB_IS21),Pfam:PF01078.21(Mg_chelatase),Pfam:PF05729.12(NACHT),Pfam:PF00910.22(RNA_helicase),Pfam:PF05496.12(RuvB_N),Pfam:PF06068.13(TIP49),Pfam:PF09336.10(Vps4_C)
HEP_00098000	Pfam:PF13000.7(Acatn)
HEP_00099200	NA
HEP_00099300	NA
HEP_00100000	NA
HEP_00100300	NA
HEP_00101400	NA
HEP_00101800	Pfam:PF01391.18(Collagen)
HEP_00104000	Pfam:PF02127.15(Peptidase_M18)
HEP_00106550	NA
HEP_00107000	Pfam:PF13304.6(AAA_21),Pfam:PF13476.6(AAA_23),Pfam:PF02463.19(SMC_N)
